epoch,elapsed_seconds,epoch_seconds,learning_rate,train_total_loss,train_data_loss,train_regularization_loss,train_metric_pct,val_total_loss,val_data_loss,val_regularization_loss,val_metric_pct,lcs_line_pct,val_minus_lcs_pct_point,is_below_lcs,just_crossed_lcs,first_below_lcs_epoch,first_below_lcs_elapsed_seconds,best_epoch,best_val_metric_pct,epochs_without_improvement,train_sigma11_pct,train_sigma22_pct,train_sigma33_pct,train_sigma12_pct,train_sigma13_pct,train_sigma23_pct,val_sigma11_pct,val_sigma22_pct,val_sigma33_pct,val_sigma12_pct,val_sigma13_pct,val_sigma23_pct
11,98.64127480000025,8.84076400000049,0.001,0.04509472960686512,0.04509472960686512,0,14.924669665174145,0.04895737276399309,0.04895737276399309,0,15.699038081756239,8.074017482362319,7.62502059939392,FALSE,FALSE,,,10,15.037446881877841,1,19.908845656059054,25.613517841844775,11.551477453513646,21.307267245284496,11.501660601656805,14.663845028770478,19.98698619309516,28.164165163054733,12.50019334328989,21.71098827711198,11.607523943606697,14.645139547202387
12,110.71254170000066,12.057593800000177,0.001,0.041233007811074904,0.041233007811074904,0,14.175920187873658,0.041434106163499414,0.041434106163499414,0,14.166729026037961,8.074017482362319,6.092711543675643,FALSE,FALSE,,,12,14.166729026037961,0,18.78350524731689,24.145476605345973,10.9702808296148,21.115974139302104,11.125504267259146,13.999473072521326,18.23902083974069,25.366412063106402,10.892061936830638,21.023168154727912,10.91568972859051,13.968943582435065
13,119.63638020000144,8.905764299999646,0.001,0.03494350947609501,0.03494350947609501,0,13.095702154851788,0.02989172523961024,0.02989172523961024,0,11.83975680965681,8.074017482362319,3.765739327294492,FALSE,FALSE,,,13,11.83975680965681,0,17.38079253316743,22.40733214993349,10.098348049440784,18.991120568336793,10.3308115140864,12.964366302072081,15.423429064436784,19.535556918306263,8.937020415396992,18.91466440116538,10.192296590475658,12.949696879760971
14,129.11388780000016,9.457372699998814,0.001,0.03294364389220766,0.03294364389220766,0,12.693860658367944,0.03099761322487313,0.03099761322487313,0,12.333318094442314,8.074017482362319,4.259300612079995,FALSE,FALSE,,,13,11.83975680965681,1,16.74680673560021,21.719689640407342,9.79345968844047,18.649726732507414,10.058218090937359,12.639959978381865,16.509016148272348,20.91186299639739,9.514097974873907,17.901088006364045,9.728846926319095,12.357254680061411
15,138.31911020000007,9.189600399999108,0.001,0.03026871167538,0.03026871167538,0,12.169558231300401,0.026936744988543922,0.026936744988543922,0,11.239407091244356,8.074017482362319,3.1653896088820375,FALSE,FALSE,,,15,11.239407091244356,0,16.110551261683106,20.77966614022526,9.359150125796155,17.825306978537643,9.674241570747817,12.194677524544268,14.921989876455521,19.293063662757202,8.276785467010919,17.5708528200892,9.432802769848902,11.973807478109585
16,147.63029710000046,9.292910800000755,0.001,0.02995510639181433,0.02995510639181433,0,12.097928989815145,0.029283620691117125,0.029283620691117125,0,12.105474271205455,8.074017482362319,4.031456788843137,FALSE,FALSE,,,15,11.239407091244356,1,15.783271679428395,20.46927724324268,9.437027366599745,18.13743953288948,9.623745880054363,12.134763981046605,15.877919208828695,21.010118533696204,9.54508095102667,16.992968338508422,9.162601700013209,11.645070518179637
17,156.4722905000017,8.828610799999296,0.001,0.027464784453463034,0.027464784453463034,0,11.546915563618212,0.026278769464127896,0.026278769464127896,0,11.408465815894473,8.074017482362319,3.334448333532155,FALSE,FALSE,,,15,11.239407091244356,2,15.26181962,19.484914064842712,8.841181517049685,17.34940839167504,9.388586294998696,11.792759582155673,15.24026883385628,19.143365281047565,8.952792925723486,16.535265462355653,8.815403846279025,11.282609651295278
18,166.1756690000002,9.689156300000832,0.001,0.02356927828784165,0.02356927828784165,0,10.730434587473226,0.022328537419732793,0.022328537419732793,0,10.379667225072485,8.074017482362319,2.305649742710166,FALSE,FALSE,,,18,10.379667225072485,0,14.206452956804917,18.304362473823275,8.221399838875326,15.738137688155662,8.607411594161064,10.827609262364426,13.585818749639875,17.395559111363706,8.001039979702334,15.780961654794625,8.474497079219164,10.862570913058105
19,175.14672060000157,8.946565600001122,0.001,0.02221257703579777,0.02221257703579777,0,10.405403279318572,0.021588418564939652,0.021588418564939652,0,10.178247682437352,8.074017482362319,2.1042302000750333,FALSE,FALSE,,,19,10.178247682437352,0,13.737631440744122,17.788303047229405,7.964311873214918,15.326275791281288,8.339182184728447,10.558355608257576,13.511316085855896,17.46873574202103,7.6896222853913025,15.368727251878733,8.200375925937843,10.539888509058224
20,183.97584430000097,8.809349400000428,0.001,0.02222355854753764,0.02222355854753764,0,10.361356832404136,0.019668438284088794,0.019668438284088794,0,9.646138427044818,8.074017482362319,1.5721209446824993,FALSE,FALSE,,,20,9.646138427044818,0,13.737872511578985,17.702335246478572,7.862235309705488,15.604372016610956,8.429260769804925,10.462386046293368,12.474197965553447,16.743509299103117,7.276604101525233,15.004954523763054,7.872528775766077,10.20364645795739
21,193.06202760000087,9.066489000000729,0.001,0.019603366698719964,0.019603366698719964,0,9.762193264804193,0.021461116139568602,0.021461116139568602,0,10.235192180288111,8.074017482362319,2.1611746979257926,FALSE,FALSE,,,20,9.646138427044818,1,12.948643614784341,16.733603636182714,7.440382318197211,14.41217375935094,7.796868105642258,9.883553113803902,13.531091385570967,17.752128216164255,7.9340548536222775,15.120332847296284,7.710977642259646,10.20395247008747
22,202.2638577000016,9.187712999999349,0.001,0.022488740787918602,0.022488740787918602,0,10.46468168266175,0.019653663614100113,0.019653663614100113,0,9.910268858363084,8.074017482362319,1.8362513760007655,FALSE,FALSE,,,20,9.646138427044818,2,13.73540329847491,17.57238478161206,8.132534612859597,15.887763151053463,8.305611435016608,10.665904346386586,13.629974295298123,16.10544377714195,7.765629249377726,14.123738554097297,7.701009724383394,9.78963923958931
23,211.3013219000004,9.023953699999765,0.001,0.01759325042217809,0.01759325042217809,0,9.251216040916656,0.01708988926406013,0.01708988926406013,0,9.052022813843307,8.074017482362319,0.978005331480988,FALSE,FALSE,,,23,9.052022813843307,0,12.341646672372052,15.855987689504452,7.043296942283492,13.617232157185871,7.330033475533829,9.341530278606813,12.317384869462305,15.364210904982139,6.769169470837047,13.611887433710063,7.2523800071451925,9.385768499455684
24,220.56315760000143,9.24175650000143,0.001,0.0171501621510983,0.0171501621510983,0,9.10767295125013,0.02022176056892411,0.02022176056892411,0,9.631788445048754,8.074017482362319,1.5577709626864351,FALSE,FALSE,,,23,9.052022813843307,1,12.148239560401919,15.658683825419345,6.90754763004615,13.570045693701264,7.179830790143468,9.25961217242016,12.467795323545177,17.154641602455147,7.260174210109023,16.219847174413005,7.588249878853912,9.390719119752088
25,229.81302100000175,9.23412830000052,0.001,0.017169086930700517,0.017169086930700517,0,9.111034267724982,0.015744736122590273,0.015744736122590273,0,8.687101981069329,8.074017482362319,0.6130844987070105,FALSE,FALSE,,,25,8.687101981069329,0,12.038253340013426,15.324445688383454,6.993930990405419,13.831418150122365,7.212967944113266,9.54882552587479,11.793788918351876,15.251455743919024,6.4471616273996615,12.89159815849435,6.740620716997138,8.826245131864075
26,239.0223246000005,9.188268199999584,0.001,0.014906086613431,0.014906086613431,0,8.501051334151931,0.015443485510403898,0.015443485510403898,0,8.63144294876339,8.074017482362319,0.5574254664010709,FALSE,FALSE,,,26,8.63144294876339,0,11.341048460014964,14.654221533688228,6.4532585867779755,12.5685087932138,6.690745944469126,8.585672756974315,11.444289860136976,14.873539209409294,6.59464735497062,12.982192825123237,6.72479678431241,8.829509301158382
27,248.46634910000103,9.424319300000207,0.001,0.015656292079797168,0.015656292079797168,0,8.590915045266144,0.016199891282141086,0.016199891282141086,0,8.943133064067881,8.074017482362319,0.8691155817055627,FALSE,FALSE,,,26,8.63144294876339,1,11.430949317968444,14.576884783320734,6.462220156119128,13.628505669508492,6.785587330494974,9.126939389443459,11.64484879759873,16.230716359530312,6.922773582934876,12.640859957837161,6.4501490998808535,8.661762866070113
28,257.44207690000076,8.961979100000462,0.001,0.013744983615757786,0.013744983615757786,0,8.172817832238593,0.013626509274735821,0.013626509274735821,0,8.122022141492756,8.074017482362319,0.04800465913043794,FALSE,FALSE,,,28,8.122022141492756,0,10.936154994500976,14.126967649743424,6.210739080137315,12.0175397699531,6.344943797605451,8.219582978464896,10.649174916022089,13.701904733612814,6.247128509149207,12.237396502362309,6.542710116445916,8.546707672985757
29,266.4479497000011,8.982532400001219,0.001,0.014205023527277597,0.014205023527277597,0,8.30636255623179,0.013675308848792624,0.013675308848792624,0,8.121213741986137,8.074017482362319,0.047196259623818904,FALSE,FALSE,,,29,8.121213741986137,0,11.155430088102202,14.347218045298128,6.2812565948466155,12.244893283321742,6.470924602611595,8.398491893322605,10.971582138824898,14.060678260892889,6.144886545665725,12.114215627912179,6.195596761126216,8.241437500404926
30,275.8389122000008,9.375050599999668,0.001,0.012367888168024557,0.012367888168024557,0,7.7317913533479,0.012477049285788024,0.012477049285788024,0,7.73072885065817,8.074017482362319,-0.343288632,TRUE,TRUE,30,275.8389122000008,30,7.73072885065817,0,10.286896026045516,13.35063801166197,5.868068986434275,11.515106022821605,6.054874020672725,7.860812640319025,10.589374790114793,13.120942721899755,5.80034720046608,11.68148063662735,5.982307416080953,8.036078308753677
31,284.80223990000013,8.943263699999079,0.001,0.012893138894738915,0.012893138894738915,0,7.9068779963086655,0.01257076892140791,0.01257076892140791,0,7.3945553258311385,8.074017482362319,-0.679462157,TRUE,FALSE,30,275.8389122000008,31,7.3945553258311385,0,10.64151170299388,13.734818367157823,5.9557365670631075,11.65171637780026,6.1497096162682325,7.941815226570964,9.30807709160917,12.19844672497231,5.42977207708784,13.784705380232745,6.6157472144756255,8.47339609165739
32,293.5405146000012,8.714327099998627,0.001,0.012649344122041368,0.012649344122041368,0,7.8473577284607074,0.011653518295989502,0.011653518295989502,0,7.444611563284617,8.074017482362319,-0.629405919,TRUE,FALSE,30,275.8389122000008,31,7.3945553258311385,1,10.465748082677981,13.574483359217545,5.908910583830567,11.503246187004097,6.308425989947011,7.939135277621931,10.124100538669262,12.929421876335423,5.519750735362653,11.322501847954587,5.807152839047454,7.666062369626434
33,302.4967794000004,8.942692900000111,0.001,0.010862932922480853,0.010862932922480853,0,7.167253540622928,0.009676140140388376,0.009676140140388376,0,6.63427717116002,8.074017482362319,-1.439740311,TRUE,FALSE,30,275.8389122000008,33,6.63427717116002,0,9.491262397022988,12.161665847528903,5.386994559596687,11.251809120908636,5.794997718010951,7.584609212999868,8.6555130757204,10.886418307106165,4.894879598370969,11.235391211856447,5.765775601265178,7.580679806731283
34,311.72758440000143,9.210159599999315,0.001,0.01149921394635168,0.01149921394635168,0,7.350464018231592,0.011958520963487512,0.011958520963487512,0,7.542351478076906,8.074017482362319,-0.531666004,TRUE,FALSE,30,275.8389122000008,33,6.63427717116002,1,9.854790238353283,12.584147981798397,5.47104366290079,11.686376783620117,5.861882005770647,7.653781191268971,10.523648224092955,13.365100827947272,5.500271648694236,11.317142687892252,5.611113144344661,7.5430832871222515
35,324.08329220000087,12.341078400000697,0.001,0.011098262314912934,0.011098262314912934,0,7.333794691815218,0.010329398555547974,0.010329398555547974,0,6.987746300344816,8.074017482362319,-1.086271182,TRUE,FALSE,30,275.8389122000008,33,6.63427717116002,2,9.637807788149493,12.34037895789488,5.643627554900664,11.147745943279324,5.884990874641749,7.604422783449616,9.370258531589778,12.564674268685467,5.091901590763697,10.555808631293177,5.3822541836145525,7.3368691596554125
36,333.69207950000055,9.589662899999894,0.001,0.010049403138591158,0.010049403138591158,0,6.991962911670573,0.012388043227854152,0.012388043227854152,0,7.9112812695175005,8.074017482362319,-0.162736213,TRUE,FALSE,30,275.8389122000008,33,6.63427717116002,3,9.394270880978697,12.198837916442125,5.295649523140931,10.230235879969372,5.337292674666773,6.979191276366459,11.329173389985474,13.477858703658896,6.120007736972272,10.734339876636792,5.41926489043198,7.173372329807272
37,342.64480690000164,8.937434499999654,0.001,0.009905929772514208,0.009905929772514208,0,6.75872888325121,0.00862142476636662,0.00862142476636662,0,6.301520075250523,8.074017482362319,-1.772497407,TRUE,FALSE,30,275.8389122000008,37,6.301520075250523,0,8.980631963888301,11.502765030024655,5.020352119636561,11.189640343082182,5.4058212098548974,7.221718233736314,8.374800571272031,10.166992781251585,4.716394098022733,10.529131285232465,5.300660597177067,7.110652427475881
38,351.9790322000008,9.314561600000161,0.001,0.008475706353585726,0.008475706353585726,0,6.280695600617577,0.007940258853013762,0.007940258853013762,0,5.965625353887141,8.074017482362319,-2.108392128,TRUE,FALSE,30,275.8389122000008,38,5.965625353887141,0,8.249146076014297,10.553668062559945,4.668685564713123,10.175906196858866,5.235365329030247,6.8969588891374265,7.7053639961505755,9.91986457761294,4.331670677073555,10.316251356418437,5.231642374193464,6.9690288419617135
39,361.26079630000095,9.258808799999315,0.001,0.009725030945196526,0.009725030945196526,0,6.827763892748064,0.00962583440276233,0.00962583440276233,0,6.806699695970132,8.074017482362319,-1.267317786,TRUE,FALSE,30,275.8389122000008,38,5.965625353887141,1,9.171160811518005,11.687925765200463,5.147120720707114,10.477638317234835,5.408867830042711,6.907882126284835,9.536605334695155,11.692124617221692,5.027653719181453,10.07580069859314,5.120644290825109,6.994737597754957
40,370.48538890000054,9.207862399998703,0.001,0.00889726294822104,0.00889726294822104,0,6.585305635748541,0.008772370436665919,0.008772370436665919,0,6.454243141005535,8.074017482362319,-1.619774341,TRUE,FALSE,30,275.8389122000008,38,5.965625353887141,2,8.842126932276601,11.55995364208351,4.987623879829836,9.590630739972562,4.9831504108393165,6.5355860758038276,8.58106827323094,11.29722010642394,4.851653172691325,9.962276369715921,4.9743738566708275,6.660001737119484
41,379.4976748000008,8.998813999998674,0.001,0.008335490750997881,0.008335490750997881,0,6.312692191871276,0.007200502220220387,0.007200502220220387,0,5.646320134951443,8.074017482362319,-2.427697347,TRUE,FALSE,30,275.8389122000008,41,5.646320134951443,0,8.41437875893849,10.88621857670112,4.74205396785343,9.640302217253037,4.973228992505209,6.544994245359055,7.244046437506206,9.242141606624843,4.018773141817135,9.975070965356608,5.262984156446941,6.738843343638249
42,390.15359460000036,10.634603500000594,0.001,0.007322411473848195,0.007322411473848195,0,5.784985626246246,0.0072526319271259436,0.0072526319271259436,0,5.687782968012061,8.074017482362319,-2.386234514,TRUE,FALSE,30,275.8389122000008,41,5.646320134951443,1,7.543166706278188,9.590438662131156,4.265284092537437,9.743245283278727,4.956427622696355,6.5280246582138695,7.367573441980155,9.371517997798161,4.1044487064532404,9.954667461157527,5.070240972842091,6.684112086118049
43,398.44667310000114,8.276994300000297,0.001,0.008752692956047392,0.008752692956047392,0,6.491719343364902,0.008085247532233004,0.008085247532233004,0,6.072113354482948,8.074017482362319,-2.001904128,TRUE,FALSE,30,275.8389122000008,41,5.646320134951443,2,8.6310214969968,11.227448258830428,4.931600945868682,9.875695365559721,4.994377629516268,6.621340217602024,7.605251181671053,9.749227732598216,4.668121214325238,10.671432133529072,5.323987806923412,6.817637197318384
44,407.88251090000085,9.419904399999723,0.001,0.008300577630248806,0.008300577630248806,0,6.355338530990785,0.009110195417209059,0.009110195417209059,0,6.690231342821527,8.074017482362319,-1.38378614,TRUE,FALSE,30,275.8389122000008,41,5.646320134951443,3,8.584884569006464,11.135069526367957,4.783850996189769,9.287912969904259,4.813109694922868,6.363862430003269,9.24837668368622,12.201046305151067,4.979019408641394,9.313186737511531,4.742592813221281,6.276273572069849
45,417.1545846000008,9.256486500000392,0.001,0.007969780274435068,0.007969780274435068,0,6.239844821533961,0.0092307181225152,0.0092307181225152,0,6.725990850199085,8.074017482362319,-1.348026632,TRUE,FALSE,30,275.8389122000008,41,5.646320134951443,4,8.41431517647927,11.093828897029937,4.691186840988182,8.967801081916539,4.6800800320299185,6.129305472962214,9.379843772789195,11.83585623561083,5.036418559846072,9.626999225854307,4.95036268424268,6.40254408005241
46,426.52782930000103,9.356473499999993,0.001,0.006903513639037184,0.006903513639037184,0,5.642574500863574,0.006502140259932704,0.006502140259932704,0,5.388172526888649,8.074017482362319,-2.685844955,TRUE,FALSE,30,275.8389122000008,46,5.388172526888649,0,7.442404641518582,9.469556815731224,4.173277338111642,9.332426584870657,4.683784931768789,6.2157761226642325,7.03285949521058,8.994760399249351,3.8575312633106624,9.357964894184406,4.777692199096815,6.246973181496516
47,436.3625722000015,9.814162500000748,0.001,0.007840751085926285,0.007840751085926285,0,6.118420218717768,0.008718883658138768,0.008718883658138768,0,6.558807442778483,8.074017482362319,-1.51521004,TRUE,FALSE,30,275.8389122000008,46,5.388172526888649,1,8.16977243922859,10.688241677803152,4.603839418422544,9.413026027520862,4.66702861901363,6.225365603133843,9.30593535860198,10.671058052301202,4.980431071699662,9.435233263762424,4.754057119771079,7.056774507366953
48,445.462803800001,9.085980500000005,0.001,0.007447704712320215,0.007447704712320215,0,5.988480326058507,0.008255641282490234,0.008255641282490234,0,6.23095960577102,8.074017482362319,-1.843057877,TRUE,FALSE,30,275.8389122000008,46,5.388172526888649,2,8.003494127620069,10.386587240617526,4.507189422729752,9.025772356832714,4.625836934402353,6.179660508147638,8.444221152375984,11.525127673815962,4.486610249528013,9.525863633511419,4.712064447378218,6.090876167031572
49,455.141474,9.663018200000806,0.001,0.007887817530666395,0.007887817530666395,0,6.227149196061505,0.0073897011465225105,0.0073897011465225105,0,5.9752448524721995,8.074017482362319,-2.09877263,TRUE,FALSE,30,275.8389122000008,46,5.388172526888649,3,8.435579640539261,11.088998790891159,4.707239087342615,8.86985766074146,4.548646638055014,6.046161816766674,7.860516375304694,10.923893840621627,4.476028701315942,8.739677164806068,4.449366378098993,5.980427272631565
50,463.79052180000144,8.63090639999973,0.001,0.00709823118521078,0.00709823118521078,0,5.895847072789771,0.008539320341158715,0.008539320341158715,0,6.4922253236968634,8.074017482362319,-1.581792159,TRUE,FALSE,30,275.8389122000008,46,5.388172526888649,4,7.909918121050194,10.516057425820227,4.449343457721866,8.442336523337483,4.389410737697613,5.793584848895109,8.430084819217445,12.054636997103342,5.030321027835402,9.233140862735901,4.47777841624186,6.047611631308276
51,474.6000238000015,10.794471600000179,0.001,0.006268018052237216,0.006268018052237216,0,5.4206794759935155,0.006053911080012627,0.006053911080012627,0,5.182893551952557,8.074017482362319,-2.89112393,TRUE,FALSE,30,275.8389122000008,51,5.182893551952557,0,7.085075406664577,9.24682581228683,4.039515466244368,8.668276546560097,4.452659732558021,5.886001852709449,6.758397447200239,8.42853158372302,3.7591367665831847,9.21081126757516,4.482893907506601,6.2247648694214
52,483.2338253000016,8.611460199999783,0.001,0.0060528373445489095,0.0060528373445489095,0,5.3226645431744934,0.005561056210288225,0.005561056210288225,0,4.943057872287901,8.074017482362319,-3.13095961,TRUE,FALSE,30,275.8389122000008,52,4.943057872287901,0,7.017370816807567,9.032878763304582,3.9392298924021385,8.510294965170141,4.392419116303942,5.827152711155803,6.576982749405909,7.825939877725986,3.4489574341149076,8.839367614803729,4.604060667348554,6.057267919141605
53,494.7377804000007,11.48295920000055,0.001,0.005330377358346208,0.005330377358346208,0,4.920528016695144,0.0071808276810927316,0.0071808276810927316,0,5.854112142606309,8.074017482362319,-2.21990534,TRUE,FALSE,30,275.8389122000008,52,4.943057872287901,1,6.3377888262044255,8.082237162498906,3.602067692563313,8.380222527956189,4.334196396155643,5.744268411312282,8.187015114150983,10.182024197725589,4.297275958257316,8.854309210582729,4.395291193818958,5.924093180402861
54,503.4385278000009,8.685255999998844,0.001,0.0075472479320548725,0.0075472479320548725,0,6.081886743759955,0.006821887701540177,0.006821887701540177,0,5.766790843676911,8.074017482362319,-2.307226639,TRUE,FALSE,30,275.8389122000008,52,4.943057872287901,2,8.266919161073178,10.791360376112946,4.571384072549504,8.743468078875962,4.492071450147177,5.955502892285022,7.877701264992663,10.340124591000949,4.29484883410526,8.26213380903291,4.2844131741332525,5.6288257879477035
55,514.0652297000015,10.609407500000088,0.001,0.0054480067444248464,0.0054480067444248464,0,5.024727537647693,0.005932659900352319,0.005932659900352319,0,5.130726211057347,8.074017482362319,-2.943291271,TRUE,FALSE,30,275.8389122000008,52,4.943057872287901,3,6.525265728832677,8.516219709035742,3.712857916795319,8.204009017780885,4.225335070826203,5.5945997283880144,6.550509271426009,8.771823935992945,3.7457210164750427,9.120251308873973,4.346059107681527,5.832861156121124
56,522.6696526000014,8.586698699999033,0.001,0.0057315301874266145,0.0057315301874266145,0,5.1390373022811655,0.004884142750836162,0.004884142750836162,0,4.639974573085599,8.074017482362319,-3.434042909,TRUE,FALSE,30,275.8389122000008,56,4.639974573085599,0,6.7099402057703035,8.591102236555164,3.8332358281508454,8.606816018007398,4.287791022013877,5.639891183811171,5.756311142308288,7.59193151869911,3.3651965651500957,8.339116432351304,4.255595006026856,5.709453755746577
57,534.4832834000008,11.791569799999706,0.001,0.004952552824802798,0.004952552824802798,0,4.761186031909167,0.005254988179775913,0.005254988179775913,0,4.842457560878436,8.074017482362319,-3.231559921,TRUE,FALSE,30,275.8389122000008,56,4.639974573085599,1,6.180450781027302,7.88505392179975,3.4906317002013783,7.9778220162938815,4.136947331185234,5.464070749732596,6.210222586317442,8.159142456180128,3.512724880921763,8.465716328854786,4.155917421359834,5.704009834818915
58,544.6040399000012,10.1061107000005,0.001,0.00669172288267666,0.00669172288267666,0,5.728303273153081,0.008810206194689106,0.008810206194689106,0,6.667217044888117,8.074017482362319,-1.406800437,TRUE,FALSE,30,275.8389122000008,56,4.639974573085599,2,7.2474019250693384,9.19300547058334,4.494757771635739,8.748594919057998,4.779920659778943,6.531748965447274,9.091341945497643,12.852197880029752,4.948060150398913,8.449470060313805,4.448937451228227,5.872049344585521
59,553.9625979000011,9.341871200000242,0.001,0.005733584281049182,0.005733584281049182,0,5.228488486528088,0.006054716077663782,0.006054716077663782,0,5.389575010239669,8.074017482362319,-2.684442472,TRUE,FALSE,30,275.8389122000008,56,4.639974573085599,3,6.887941569292713,9.190957213671979,3.9002804541155442,8.00644141351157,4.113920769576505,5.445725943821154,7.435271160609883,9.45801204501618,3.9206639689352443,7.978945786132356,4.245569208410125,5.514500411281033
60,562.9458955000009,8.965804199999184,0.001,0.006270879013951764,0.006270879013951764,0,5.579204916846002,0.006599834631298134,0.006599834631298134,0,5.747272763795328,8.074017482362319,-2.326744719,TRUE,FALSE,30,275.8389122000008,56,4.639974573085599,4,7.622196389877884,10.013461636927701,4.213504044718323,7.710234784574382,4.006781758520774,5.293552969581323,7.845340285884829,10.198223337075582,4.407663226140794,7.888715551923296,4.106547378668912,5.452924167021644
61,572.0077471000004,9.044494400000985,0.001,0.0059384229244918785,0.0059384229244918785,0,5.418166817893224,0.006072881533998472,0.006072881533998472,0,5.411484199965166,8.074017482362319,-2.662533282,TRUE,FALSE,30,275.8389122000008,56,4.639974573085599,5,7.362494863562849,9.678191063181803,4.0894672390954305,7.575510421041481,3.961931899888893,5.21830175732463,7.026323453135948,9.82658413468676,4.0874391338633025,8.042522148442906,4.03108811976725,5.5386702456520105
