Increment,LCS_NRMSE_pct,LSTM_NRMSE_pct,Number_of_points
2,21.83587683480931,2.1324731948246916,48000
3,12.418876683262912,1.591045151782606,48000
5,4.601333752453757,0.9162105588106424,48000
10,1.4473063715047516,0.5044526850851079,48000
15,0.8192376587705626,0.40798506501668336,48000
20,0.5984663200144849,0.3976462822606475,48000
