Case,Size,Folder,RVE,Point_Index,True_Strain,True_Stress,Source_File
05_001_800,L=1.6um,161616,RVE2,28,0.1501426588400785,70.62955460615528,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE2\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,1,0.0,0.0,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,2,0.0059820717293904,99.81095795850835,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,3,0.011928570968345,102.87998614775567,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,4,0.0178399173671714,102.80847712976464,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,5,0.0237165268210428,103.16356661037264,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,6,0.0295588015905227,102.3265072782252,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,7,0.0353671423414218,101.23765447493116,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,8,0.0411419427877547,100.00257713128735,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,9,0.046883586296973,98.66206262463344,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,10,0.0525924514481166,97.24125809479312,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,11,0.0582689068587828,95.75395110055726,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,12,0.063913325408167,94.21102449117492,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,13,0.0695260597573401,92.62242350024708,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,14,0.0751074739796861,90.99559113556803,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,15,0.0806579019727236,89.34331106746313,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,16,0.0861776995220419,87.67863354541939,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,17,0.0916671892871969,86.00877804152086,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,18,0.0971267089999163,84.33212927288736,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,19,0.1025565908534479,82.65380761063534,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,20,0.1079571415585973,80.97120985821992,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,21,0.1133286829121737,79.29346184814584,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,22,0.1186715315172836,77.62942533755601,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,23,0.1239859791491398,75.98754106131067,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,24,0.1292723326662926,74.37291624900489,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,25,0.134530887539002,72.78830417292603,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,26,0.1397619475581712,71.2341699716017,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,27,0.1449657730344857,69.71814766566337,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=1.6um,161616,RVE3,28,0.1501426588400785,68.24397289573182,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\161616\RVE3\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,1,0.0,0.0,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,2,0.0059820717293904,101.57248253395235,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,3,0.011928570968345,104.12859391332056,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,4,0.0178399173671714,104.71899096338296,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,5,0.0237165268210428,104.2787890837444,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,6,0.0295588015905227,103.47243164955616,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,7,0.0353671423414218,102.45918420342387,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,8,0.0411419427877547,101.30825755908276,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,9,0.046883586296973,100.05502396561542,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,10,0.0525924514481166,98.71884215694884,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,11,0.0582689068587828,97.31576678361506,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,12,0.063913325408167,95.85546624591801,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,13,0.0695260597573401,94.34816964908897,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,14,0.0751074739796861,92.80474478271144,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,15,0.0806579019727236,91.23675478749465,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,16,0.0861776995220419,89.65204291194526,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,17,0.0916671892871969,88.05704273061849,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,18,0.0971267089999163,86.46425564868694,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,19,0.1025565908534479,84.88767645363993,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,20,0.1079571415585973,83.32773035113814,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,21,0.1133286829121737,81.79069316350022,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,22,0.1186715315172836,80.2810631480287,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,23,0.1239859791491398,78.8061984670519,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,24,0.1292723326662926,77.3671041045702,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,25,0.134530887539002,75.96330329932243,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,26,0.1397619475581712,74.59473915615672,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,27,0.1449657730344857,73.26278345288692,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE1,28,0.1501426588400785,71.96392369743876,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE1\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,1,0.0,0.0,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,2,0.0059820717293904,97.4945644581794,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,3,0.011928570968345,98.74866102092032,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,4,0.0178399173671714,98.15908415380089,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,5,0.0237165268210428,98.08193751998192,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,6,0.0295588015905227,97.20077271809225,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,7,0.0353671423414218,96.1946375209003,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,8,0.0411419427877547,95.12305202655523,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,9,0.046883586296973,94.00765970539533,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,10,0.0525924514481166,92.85807399120121,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,11,0.0582689068587828,91.6801658996319,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,12,0.063913325408167,90.47679063431917,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,13,0.0695260597573401,89.24928318922184,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,14,0.0751074739796861,88.00178400588787,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,15,0.0806579019727236,86.73663140962769,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,16,0.0861776995220419,85.45928677941448,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,17,0.0916671892871969,84.17386535949788,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,18,0.0971267089999163,82.88265476377273,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,19,0.1025565908534479,81.58845327024947,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,20,0.1079571415585973,80.29917883730423,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,21,0.1133286829121737,79.01128643187518,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,22,0.1186715315172836,77.72746090954605,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,23,0.1239859791491398,76.45410642752243,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,24,0.1292723326662926,75.18526312303914,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,25,0.134530887539002,73.92609444805657,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,26,0.1397619475581712,72.67268390174888,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,27,0.1449657730344857,71.05665368600222,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE2,28,0.1501426588400785,69.90035684020768,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE2\05_001_800.csv
05_001_800,L=2.0um,202020,RVE3,1,0.0,0.0,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE3\05_001_800.csv
05_001_800,L=2.0um,202020,RVE3,2,0.0059820717293904,95.5807298938712,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE3\05_001_800.csv
05_001_800,L=2.0um,202020,RVE3,3,0.011928570968345,98.00128876742531,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE3\05_001_800.csv
05_001_800,L=2.0um,202020,RVE3,4,0.0178399173671714,97.9544154527848,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE3\05_001_800.csv
05_001_800,L=2.0um,202020,RVE3,5,0.0237165268210428,98.2585468950179,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE3\05_001_800.csv
05_001_800,L=2.0um,202020,RVE3,6,0.0295588015905227,97.66021470387713,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE3\05_001_800.csv
05_001_800,L=2.0um,202020,RVE3,7,0.0353671423414218,96.87045774083664,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE3\05_001_800.csv
05_001_800,L=2.0um,202020,RVE3,8,0.0411419427877547,95.96576571017934,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE3\05_001_800.csv
05_001_800,L=2.0um,202020,RVE3,9,0.046883586296973,94.97454428829981,F:\1_job\20251124\CPFE_PARAMATER_TEST_PBC\1_CPFE_3DMODEL_BUILD\4_BASE_ROOT\job\202020\RVE3\05_001_800.csv
