Case,Size,Folder,Grid_Index,True_Strain,RVE1_Stress,RVE2_Stress,RVE3_Stress,Mean_Stress,Std_Stress,Min_Stress,Max_Stress,Experiment_Stress,Relative_Error_pct
01_001_20,L=1.6um,161616,22,0.008076923076923077,500.0877131335314,581.6964777929387,560.3685210115517,547.3842373126739,42.32542184891179,500.0877131335314,581.6964777929387,632.3183008605479,13.43216911993275
01_001_20,L=1.6um,161616,23,0.008461538461538461,523.3346490714883,607.1754837150705,583.888419263725,571.4661840167613,43.27880930468517,523.3346490714883,607.1754837150705,663.6255474168086,13.887253701847616
01_001_20,L=1.6um,161616,24,0.008846153846153846,546.5815850094452,632.6544896372023,607.4083175158983,595.5481307208486,44.24516076222173,546.5815850094452,632.6544896372023,694.9327939730691,14.3013344763914
01_001_20,L=1.6um,161616,25,0.00923076923076923,569.8285209474022,658.1334955593342,630.9282157680716,619.630077424936,45.22364517394588,569.8285209474022,658.1334955593342,726.2400405293297,14.679714303095937
01_001_20,L=1.6um,161616,26,0.009615384615384616,593.0754568853592,683.6125014814661,654.448114020245,643.7120241290235,46.21349186832405,593.0754568853592,683.6125014814661,757.5472870855905,15.02681943387456
01_001_20,L=1.6um,161616,27,0.01,616.3223928233162,709.0915074035978,677.9680122724183,667.7939708331107,47.21398621604526,616.3223928233162,709.0915074035978,787.7097546855983,15.223346307340076
01_001_20,L=1.6um,161616,28,0.010384615384615384,639.5693287612731,734.5705133257296,701.4879105245916,691.8759175371982,48.22446551341712,639.5693287612731,734.5705133257296,808.0095112778904,14.372800334617786
01_001_20,L=1.6um,161616,29,0.010769230769230769,662.81626469923,760.0495192478614,725.0078087767649,715.9578642412856,49.24431509932064,662.81626469923,760.0495192478614,828.3092678701826,13.563943805407874
01_001_20,L=1.6um,161616,30,0.011153846153846153,686.063200637187,785.5285251699931,748.5277070289383,740.0398109453728,50.27296471313547,686.063200637187,785.5285251699931,848.6090244624746,12.793784933629675
01_001_20,L=1.6um,161616,31,0.011538461538461539,709.310136575144,811.0075310921252,772.0476052811116,764.1217576494604,51.30988509435333,709.310136575144,811.0075310921252,868.9087810547668,12.059611513892818
01_001_20,L=1.6um,161616,32,0.011923076923076923,732.557072513101,836.4865370142569,795.5675035332849,788.2037043535478,52.354584819706844,732.557072513101,836.4865370142569,889.2085376470588,11.358959008736095
01_001_20,L=1.6um,161616,33,0.012307692307692308,740.97812460035,846.7341784034941,801.9357811963919,796.5493614000787,53.08338598535289,740.97812460035,846.7341784034941,909.5082942393509,12.419780397246747
01_001_20,L=1.6um,161616,34,0.012692307692307692,749.184327064111,856.7610941369758,808.0555057706661,804.666975657251,53.86837481964246,749.184327064111,856.7610941369758,929.808050831643,13.45880744552198
01_001_20,L=1.6um,161616,35,0.013076923076923076,757.3905295278721,866.7880098704575,814.1752303449402,812.7845899144232,54.71199673683852,757.3905295278721,866.7880098704575,950.1078074239351,14.453435329811862
01_001_20,L=1.6um,161616,36,0.013461538461538462,765.5967319916331,876.8149256039393,820.2949549192144,820.9022041715956,55.61158342770862,765.5967319916331,876.8149256039393,970.4075640162273,15.406450381103134
01_001_20,L=1.6um,161616,37,0.013846153846153847,773.802934455394,886.841841337421,826.4146794934885,829.0198184287678,56.564464807200025,773.802934455394,886.841841337421,990.7073206085192,16.320410560854494
01_001_20,L=1.6um,161616,38,0.01423076923076923,782.0091369191551,896.8687570709027,832.5344040677627,837.1374326859401,57.56799449082583,782.0091369191551,896.8687570709027,1011.0070772008114,17.197668387867914
01_001_20,L=1.6um,161616,39,0.014615384615384615,790.2153393829161,906.8956728043844,838.6541286420369,845.2550469431125,58.619571336281176,790.2153393829161,906.8956728043844,1031.3068337931036,18.040391157469635
01_001_20,L=1.6um,161616,40,0.015,798.4215418466771,916.9225885378661,844.7738532163111,853.3726612002847,59.71665714677753,798.4215418466771,916.9225885378661,1045.8793602032522,18.406204991516084
01_001_20,L=1.6um,161616,41,0.015384615384615385,806.6277443104382,926.9495042713479,850.8935777905851,861.4902754574572,60.85679075588041,806.6277443104382,926.9495042713479,1046.1538364383991,17.651664081223824
01_001_20,L=1.6um,161616,42,0.015769230769230768,814.8339467741991,936.9764200048295,857.0133023648593,869.6078897146293,62.037598797882666,814.8339467741991,936.9764200048295,1046.428312673546,16.897519000336853
01_001_20,L=1.6um,161616,43,0.016153846153846154,823.0401492379601,947.0033357383113,863.1330269391335,877.7255039718017,63.256803517818724,823.0401492379601,947.0033357383113,1046.702788908693,16.143769437460794
01_001_20,L=1.6um,161616,44,0.01653846153846154,831.2463517017212,957.030251471793,869.2527515134077,885.8431182289738,64.5122279971758,831.2463517017212,957.030251471793,1046.97726514384,15.390415081527925
01_001_20,L=1.6um,161616,45,0.016923076923076923,839.4525541654822,967.0571672052747,875.3724760876818,893.9607324861462,65.80179917152789,839.4525541654822,967.0571672052747,1047.251741378987,14.637455621796548
01_001_20,L=1.6um,161616,46,0.01730769230769231,847.6587566292432,977.0840829387564,881.492200661956,902.0783467433184,67.12354900065546,847.6587566292432,977.0840829387564,1047.5262176141339,13.884890747850717
01_001_20,L=1.6um,161616,47,0.01769230769230769,855.8649590930041,987.1109986722381,887.61192523623,910.1959610004907,68.47561412546455,855.8649590930041,987.1109986722381,1047.8006938492808,13.132720149599717
01_001_20,L=1.6um,161616,48,0.018076923076923077,860.001672390134,992.0507599550849,891.7573868531118,914.6032730661103,68.92525857279733,860.001672390134,992.0507599550849,1048.0751700844278,12.734954593721138
01_001_20,L=1.6um,161616,49,0.01846153846153846,861.6038645848936,993.8221873812222,894.6732565182151,916.6997694947769,68.80622556279717,861.6038645848936,993.8221873812222,1048.3496463195747,12.557821456513013
01_001_20,L=1.6um,161616,50,0.018846153846153846,863.2060567796532,995.5936148073596,897.5891261833185,918.7962659234437,68.69442089502417,863.2060567796532,995.5936148073596,1048.6241225547217,12.380781048120799
01_001_20,L=1.6um,161616,51,0.019230769230769232,864.8082489744129,997.3650422334969,900.5049958484219,920.8927623521105,68.5898799170809,864.8082489744129,997.3650422334969,1048.8985987898686,12.203833295748566
01_001_20,L=1.6um,161616,52,0.019615384615384614,866.4104411691725,999.1364696596343,903.4208655135253,922.9892587807773,68.49263588889752,866.4104411691725,999.1364696596343,1049.1730750250156,12.026978126676543
01_001_20,L=1.6um,161616,53,0.02,868.0126333639322,1000.9078970857715,906.3367351786286,925.0857552094441,68.40271993138319,868.0126333639322,1000.9078970857715,1049.481732188139,11.853086448616201
01_001_20,L=1.6um,161616,54,0.020384615384615383,869.6148255586918,1002.6793245119088,909.252604843732,927.1822516381109,68.32016097789919,869.6148255586918,1002.6793245119088,1049.8254005851818,11.682242483246126
01_001_20,L=1.6um,161616,55,0.02076923076923077,871.2170177534515,1004.4507519380462,912.1684745088354,929.2787480667777,68.2449857287224,871.2170177534515,1004.4507519380462,1050.1690689822244,11.511510335436569
01_001_20,L=1.6um,161616,56,0.021153846153846155,872.8192099482111,1006.2221793641835,915.0843441739388,931.3752444954445,68.17721860866459,872.8192099482111,1006.2221793641835,1050.512737379267,11.34088989544639
01_001_20,L=1.6um,161616,57,0.021538461538461538,874.4214021429707,1007.9936067903209,918.0002138390421,933.4717409241111,68.11688172800059,874.4214021429707,1007.9936067903209,1050.8564057763097,11.170381053678001
01_001_20,L=1.6um,161616,58,0.021923076923076924,876.0235943377304,1009.7650342164582,920.9160835041455,935.5682373527779,68.06399484684862,876.0235943377304,1009.7650342164582,1051.2000741733523,10.9999837006771
01_001_20,L=1.6um,161616,59,0.022307692307692306,877.62578653249,1011.5364616425954,923.8319531692489,937.6647337814447,68.0185753431363,877.62578653249,1011.5364616425954,1051.543742570395,10.829697727132508
01_001_20,L=1.6um,161616,60,0.022692307692307692,879.2279787272497,1013.3078890687328,926.7478228343522,939.7612302101115,67.98063818427008,879.2279787272497,1013.3078890687328,1051.8874109674375,10.659523023875888
